2209,Stonehenge is believed to have been built about 5 millenniums ago,A millennium is one thousand years,4,21,millennium,n,null,Un milenio son mil años
2210,In Greece there was a myth about a woman who had snakes for hair,"A myth is a traditional story that explains a culture""s history and beliefs",4,21,myth,n,null,Un mito es una historia tradicional que explica la historia y las creencias de una cultura.
2211,"A company""s plan usually relates to how much profit it can make",To relate to something means to have a connection with it,4,21,relate,v,null,Relacionarse con algo significa tener una conexion con ello.
2212,Their religion taught that people should forgive their enemies,A religion is a belief in a god or gods,4,21,religion,n,null,Una religion es una creencia en un dios o dioses
2213,He calculated the numbers to see what the sum of his bills would be,A sum is a specific amount of money,4,21,sum,n,null,Una suma es una cantidad especifica de dinero.
2214,The teller at the bank helped Kelly put money into a savings account,"A teller is a person who works with a bank""s customers",4,21,teller,n,null,Un cajero es una persona que trabaja con los clientes de un banco
2215,"Mary is one of the most trustworthy people I""ve ever met",If someone is trustworthy they are honest and truthful,4,21,trustworthy,adj,null,Si alguien es digno de confianza es honesto y veraz.
2216,We need to update the programs on our computers,To update something means to make it more modern,4,21,update,v,null,Actualizar algo significa hacerlo mas moderno.
2217,The blue veins in my hand are just under my skin,A vein is a tube in the body that carries blood toward the heart,4,21,vein,n,null,Una vena es un tubo en el cuerpo que lleva sangre hacia el corazon.
2218,"A snake""s venom can be used to cure the illnesses it creates",Venom is a poisonous substance that comes from animals or plants,4,21,venom,n,null,El veneno es una sustancia venenosa que proviene de animales o plantas.
2219,After two years in the company she was promoted to a manager,To promote someone means to raise them to a higher position or rank,4,21,promote,v,null,Promocionar a alguien significa elevarlo a una posicion o rango mas alto
2220,"Thanks to his friends"" charity he had enough money to pay the rent",Charity is an act of giving help usually money to those who need it,4,22,charity,n,null,La caridad es un acto de dar ayuda generalmente dinero a quienes lo necesitan.
2221,The new shopping mall increased the commerce in that section of town,Commerce is the activity of buying and selling things,4,22,commerce,n,null,El comercio es la actividad de comprar y vender cosas
2222,The judge condemned the criminal to five years in prison,To condemn someone means to give them a specific punishment,4,22,condemn,v,null,Condenar a alguien significa darle un castigo especifico
2223,The thick blanket made the bed very cozy,If something is cozy then it is comfortable warm and relaxing,4,22,cozy,adj,null,Si algo es acogedor entonces es comodo calido y relajante.
2224,"All the driving he was doing was depleting his car""s fuel supply",To deplete an amount of something means to use up all of it,4,22,deplete,v,null,Agotar una cantidad de algo significa gastarlo todo
2225,The factory was good for the economy because it brought jobs to the area,An economy is the money and businesses of a country or region,4,22,economy,n,null,Una economia es el dinero y los negocios de un pais o region.
2226,The emperor built roads to make travel easier throughout the empire,An empire is a large group of countries ruled by an emperor or empress,4,22,empire,n,null,Un imperio es un gran grupo de paises gobernados por un emperador o emperatriz.
2227,Shoes hats dresses and purses were the goods she wanted to buy,Goods are anything that can be bought or sold,4,22,goods,n,null,Los bienes son cualquier cosa que se puede comprar o vender
2228,You should heed the advice on the sign and not drive so fast,To heed something means to obey or follow it,4,22,heed,v,null,Prestar atencion a algo significa obedecerlo o seguirlo.
2229,"She didn""t have a car so she hitchhiked several miles to her brother""s home",To hitchhike means to travel by asking for rides from passing vehicles,4,22,hitchhike,v,null,Hacer autostop significa viajar pidiendo que los lleven los vehiculos que pasan
2230,The girls mocked Nancy because she was a new student,To mock someone means to tease them in a cruel way,4,22,mock,v,null,Burlarse de alguien significa burlarse de ellos de una manera cruel.
2231,"The girl""s friend remained neutral while the couple was arguing",If someone is neutral then they do not help either of the two fighting sides,4,22,neutral,adj,null,Si alguien es neutral entonces no ayuda a ninguno de los dos bandos que luchan.
2232,Dan felt persecuted because he was smaller than the other boys at school,To persecute means to treat someone badly,4,22,persecute,v,null,Perseguir significa tratar mal a alguien.
2233,Because she had pity for the lost boy she helped him find his parents,Pity is the feeling of sadness and kindness for those who are suffering,4,22,pity,n,null,La lastima es el sentimiento de tristeza y bondad por los que estan sufriendo.
2234,When the store reduced its prices people wanted to shop there,To reduce something means to make it less in size or number,4,22,reduce,v,null,Reducir algo significa hacerlo menor en tamaño o numero.
2235,In Ancient Egypt scribes recorded important events,A scribe was a person whose job was to copy written works,4,22,scribe,n,null,Un escriba era una persona cuyo trabajo consistia en copiar obras escritas.
2236,She has a temper Even the slightest mistakes make her angry,"A temper is someone""s mood or a chance that they might get angry",4,22,temper,n,null,Un temperamento es el estado de animo de alguien o la posibilidad de que se enoje.
2237,Nobody except the king and queen sat in the thrones in the great hall,A throne is the special chair in which a ruler sits,4,22,throne,n,null,Un trono es la silla especial en la que se sienta un gobernante
2238,The project was finished early thanks to the unity of the workers,Unity is the state of people working together for a certain purpose,4,22,unity,n,null,La unidad es el estado de personas que trabajan juntas para un cierto proposito.
2239,At the end of the game the blue team was the victor,A victor is a group or person that wins in a contest,4,22,victor,n,null,Un vencedor es un grupo o persona que gana en un concurso.
2240,"The story in the newspaper wasn""t very accurate",If something is accurate it is completely correct,4,23,accurate,adj,null,Si algo es exacto es completamente correcto
2241,The scientist will analyze the blood sample,To analyze something is to study it,4,23,analyze,v,null,Analizar algo es estudiarlo.
2242,In 1908 a giant asteroid hit Siberia,An asteroid is a giant rock from outer space,4,23,asteroid,n,null,Un asteroide es una roca gigante del espacio exterior.
2243,"There has been a lot of controversy over the judge""s decision",A controversy is a dispute about something that affects many people,4,23,controversy,n,null,Una controversia es una disputa sobre algo que afecta a muchas personas.
2244,Many people think that humans evolved from animals,To evolve is to change over time,4,23,evolve,v,null,Evolucionar es cambiar con el tiempo
2245,Smoking is the main factor that causes lung cancer,A factor is something that has an effect on the way another thing happens,4,23,factor,n,null,Un factor es algo que tiene un efecto en la forma en que sucede otra cosa.
2246,"The color of one""s eyes is genetic","If something is genetic it is related to the genes in one""s body",4,23,genetic,adj,null,Si algo es genetico esta relacionado con los genes en el cuerpo de uno.
2247,Understanding the human genome may help cure many diseases,A genome is the collection of all the genes in a living thing,4,23,genome,n,null,Un genoma es el conjunto de todos los genes de un ser vivo
2248,James and John are identical twins,To be identical is to be the same as someone or something else,4,23,identical,adj,null,Ser identico es ser igual a alguien o a otra cosa
2249,"We""ve always considered my Uncle Max the intellectual of the family",An intellectual is a very smart person,4,23,intellectual,n,null,Un intelectual es una persona muy inteligente.
2250,A majority of the people voted for Tom Smith in the election,A majority of something is almost all of the people or things in that group,4,23,majority,n,null,La mayoria de algo es casi todas las personas o cosas en ese grupo
2251,Even though it lives in the water whales are actually mammals,A mammal is an animal that usually has hair and is not born from an egg,4,23,mammal,n,null,Un mamifero es un animal que por lo general tiene pelo y no nace de un huevo
2252,In the past year the number of people at work multiplied by ten percent,To multiply is to increase in number,4,23,multiply,v,null,Multiplicar es aumentar en numero
2253,"The dog""s offspring had the same color of fur as she did",Offspring are the children of a person or the babies of an animal,4,23,offspring,n,null,Los descendientes son los hijos de una persona o los bebes de un animal.
2254,The farmer sprayed his crops with a pesticide to keep bugs away,A pesticide is a substance used to kill insects,4,23,pesticide,n,null,Un pesticida es una sustancia que se usa para matar insectos
2255,The bank regulates how much money people can borrow from it,To regulate something is to control how it happens,4,23,regulate,v,null,Regular algo es controlar como sucede
2256,Peter reinforced his opinion with information from a book,To reinforce something is to make it stronger,4,23,reinforce,v,null,Reforzar algo es hacerlo mas fuerte.
2257,Mike was stricken with a horrible illness,If one is stricken by a disease or problem they are badly affected by it,4,23,stricken,adj,null,Si uno se ve afectado por una enfermedad o problema se ve gravemente afectado por el.
2258,The wealthy man bought a vast amount of land in the countryside,If something is vast it is very large,4,23,vast,adj,null,Si algo es vasto es muy grande
2259,"I became a vegetarian because I don""t like the taste of meat",A vegetarian is someone who does not eat any meat products,4,23,vegetarian,n,null,Un vegetariano es alguien que no come ningun producto carnico.
2260,I cherish this trophy I won,To cherish something means to hold it as very important,4,24,cherish,v,null,Valorar algo significa considerarlo muy importante
2261,The veterinarian had compassion for the sick little puppy,Compassion is a feeling of understanding for someone who is hurt or suffering,4,24,compassion,n,null,La compasion es un sentimiento de comprension por alguien que esta herido o sufre
2262,Their mother gave the children consent to go outside and play,Consent is permission to do something,4,24,consent,n,null,El consentimiento es el permiso para hacer algo.
2263,The rings of a tree start forming at its core,The core is the center of something,4,24,core,n,null,El nucleo es el centro de algo.
2264,The cunning child fooled his parents into thinking that he was kind,If someone is cunning they are good at tricking people,4,24,cunning,adj,null,Si alguien es astuto es bueno para engañar a la gente.
2265,The pregnant woman was dizzy after standing up too quickly,If someone is dizzy then they feel off balance as if they will fall down,4,24,dizzy,adj,null,Si alguien esta mareado se siente desequilibrado como si se fuera a caer.
2266,The sudden drop in prices upset the equilibrium of the economy,Equilibrium is the balance between different forces,4,24,equilibrium,n,null,El equilibrio es el equilibrio entre diferentes fuerzas.
2267,She helped foster a sense of calm in the little boy,To foster a feeling or a skill means to help it develop,4,24,foster,v,null,Fomentar un sentimiento o una habilidad significa ayudar a que se desarrolle.
2268,She wanted to grind the beans so she could brew some coffee,To grind something means to break it into very small pieces or powder,4,24,grind,v,null,Moler algo significa romperlo en pedazos muy pequeños o en polvo
2269, The dog started to growl at the man walking by,To growl means to make a deep angry sound,4,24,growl,v,null,Gruñir significa hacer un sonido de enojo profundo
2270,It is important to eat in moderation so that you can have a healthy body,Moderation is a state of being just enough but not too much,4,24,moderation,n,null,La moderacion es un estado de ser suficiente pero no demasiado
2271,The peregrine falcon is a predator that eats fish,A predator is an animal that kills and eats other animals,4,24,predator,n,null,Un depredador es un animal que mata y se come a otros animales.
2272,Oliver does not act like a sane person when he is angry,If someone is sane they can think in a normal way,4,24,sane,adj,null,Si alguien esta cuerdo puede pensar de manera normal.
2273,He placed the spoon on the saucer,A saucer is a small round dish that you set a cup on,4,24,saucer,n,null,Un plato es un plato pequeño y redondo sobre el que se coloca una taza.
2274,He was so hungry that he snatched an apple from a tree,To snatch something means to take it away with a quick motion,4,24,snatch,v,null,Arrebatar algo significa llevarselo con un movimiento rapido
2275,He staggered around after having too much to drink,To stagger means to move in an unsteady way and almost fall over,4,24,stagger,v,null,Tambalearse significa moverse de manera inestable y casi caerse
2276,He stumbled as he ran through the puddle,To stumble means to put your foot down wrong so that you almost fall,4,24,stumble,v,null,Tropezar significa poner mal el pie en el suelo de modo que casi se cae.
2277,After the phone call Monica was very tense,If someone is tense they are worried something bad might happen,4,24,tense,adj,null,Si alguien esta tenso le preocupa que algo malo pueda pasar.
2278,He lost his balance while snowboarding and tumbled to the ground,To tumble means to fall often in a rolling way,4,24,tumble,v,null,Caer significa caer a menudo de forma rodante.
2279,They withheld all information until she paid her fine,To withhold something is to not give it to someone,4,24,withhold,v,null,Retener algo es no darselo a alguien.
2280,At the museum in the airport you can see a lot of old aircraft,An aircraft is a vehicle that flies in the sky such as an airplane or helicopter,4,25,aircraft,n,null,Un avion es un vehiculo que vuela en el cielo como un avion o un helicoptero.
2281,It was the highlight of the evening when the celebrities arrived,A celebrity is someone who is famous,4,25,celebrity,n,null,Una celebridad es alguien que es famoso
2282,The man covered the ground with concrete,Concrete is a substance made from stones,4,25,concrete,n,null,El hormigon es una sustancia hecha de piedras.
2283,Our boss is very decisive so it did not take long to organize the project,If someone is decisive they make decisions quickly,4,25,decisive,adj,null,Si alguien es decisivo toma decisiones rapidamente.
2284,An esteemed scientist is coming to the university to talk about her discoveries,If someone is esteemed many people like or respect them,4,25,esteemed,adj,null,Si alguien es estimado muchas personas lo quieren o lo respetan
2285,Many people believe that it is ethical to help others in need,If something is ethical it is the right thing to do,4,25,ethical,adj,null,Si algo es etico es lo correcto
2286,There used to be dinosaurs all over the world but now they are extinct,If plants or animals are extinct there are none left,4,25,extinct,adj,null,Si las plantas o los animales se extinguen no queda ninguno
2287,"The farmer is a hardy man and doesn""t mind working outside",If a person or plant is hardy it is strong and can live though difficult conditions,4,25,hardy,adj,null,Si una persona o planta es resistente es fuerte y puede vivir en condiciones dificiles.
2288,I am going to a lecture about ancient Rome at the Historical Institute,An institute is an organization that is interested in research or teaching,4,25,institute,n,null,Un instituto es una organizacion que esta interesada en la investigacion o la enseñanza.
2289,She felt a lot of jealousy when she saw Luke with two girls,Jealousy is a feeling of wanting something that somebody else has,4,25,jealousy,n,null,Los celos son un sentimiento de querer algo que otra persona tiene
2290,Many birds migrate to warmer countries in the winter,To migrate means to move from one place to another,4,25,migrate,v,null,Migrar significa trasladarse de un lugar a otro
2291,Robert nurtured his plants and that is why they grow so well,To nurture something means to care for it as it grows or develops,4,25,nurture,v,null,Nutrir algo significa cuidarlo a medida que crece o se desarrolla.
2292,As we sat on top of the hill a plane flew overhead,If something is overhead it is located above you,4,25,overhead,adv,null,Si algo esta arriba esta ubicado arriba de ti.
2293,"To maintain principles it""s vital to watch listen and speak carefully",A principle is a belief about the correct way to behave,4,25,principle,n,null,Un principio es una creencia sobre la forma correcta de comportarse
2294,I want to live in a small house in a rural area,If a place is rural it is in the countryside instead of the city,4,25,rural,adj,null,Si un lugar es rural es en el campo en lugar de la ciudad
2295,There was a secluded bench in the park,If a place is secluded it is far away from any other place,4,25,secluded,adj,null,Si un lugar esta aislado esta lejos de cualquier otro lugar.
2296,There are 21 different species of butterfly in this forest,A species is a type of plant or animal,4,25,species,n,null,Una especie es un tipo de planta o animal.
2297,There are lots of wild animals living in the swamp,A swamp is a very wet area of land,4,25,swamp,n,null,Un pantano es una zona de tierra muy humeda.
2298,The explorer traversed the desert alone on a camel,To traverse means to move or travel through an area,4,25,traverse,v,null,Atravesar significa moverse o viajar a traves de un area
2299,Helen wants to study zoology because she has always liked animals,Zoology is a subject in which people study animals,4,25,zoology,n,null,La zoologia es una materia en la que las personas estudian a los animales.
2300,I went to the cafeteria on the assumption that everyone would be there,An assumption is something that you believe is true but cannot prove,4,26,assumption,n,null,Una suposicion es algo que usted cree que es cierto pero no puede probar
2301,The farmer grew barley to feed his cows in the winter,Barley is a grain that is used for animal feed health food and beer,4,26,barley,n,null,La cebada es un grano que se utiliza para la alimentacion animal alimentos saludables y cerveza.
2302,A lion is one of the fiercest beasts on Earth,A beast is a large dangerous animal,4,26,beast,n,null,Una bestia es un animal grande y peligroso.
2303,James has been given a promotion in the army He is now a colonel,A colonel is a military officer,4,26,colonel,n,null,Un coronel es un oficial militar.
2304,"You must wear protective clothing because the patient""s illness is contagious",If a disease is contagious it is easily carried from one person to another,4,26,contagious,adj,null,Si una enfermedad es contagiosa se transmite facilmente de una persona a otra.
2305,After the accident the corpse was taken to the hospital,A corpse is a dead body of a human,4,26,corpse,n,null,Un cadaver es un cuerpo muerto de un ser humano.
2306,"The airport workers"" strike led to a crisis at the airport",A crisis is a situation that is extremely stressful or dangerous,4,26,crisis,n,null,Una crisis es una situacion extremadamente estresante o peligrosa
2307,My dentist cured me of my toothache,To cure means to cause an illness or injury to end or disappear,4,26,cure,v,null,Curar significa hacer que una enfermedad o lesion termine o desaparezca.
2308,Even though the carrot was deformed it was still safe to eat,If something is deformed it is not shaped normally and may appear ugly,4,26,deformed,adj,null,Si algo esta deformado no tiene la forma normal y puede parecer feo.
2309,They discriminated against her because she was different,To discriminate means to judge people according to their looks,4,26,discriminate,v,null,Discriminar significa juzgar a las personas segun su apariencia.
2310,If you lose your passport you should contact the embassy,An embassy is where government officials work in a foreign country,4,26,embassy,n,null,Una embajada es donde trabajan los funcionarios del gobierno en un pais extranjero.
2311,Michael extinguished the small fire with the hose,To extinguish a fire means to make it stop,4,26,extinguish,v,null,Extinguir un fuego significa hacer que se detenga
2312,There are a lot of flint tools in the museum,Flint is a hard stone that people used to make weapons for hunting,4,26,flint,n,null,El pedernal es una piedra dura que la gente usaba para fabricar armas para cazar.
2313,The children harassed their mother because they wanted her attention,To harass someone means to annoy or trouble them,4,26,harass,v,null,Acosar a alguien significa molestarlo o molestarlo.
2314,Governments want immigrants to integrate with the population,To integrate means to join communicate and socialize,4,26,integrate,v,null,Integrar significa unirse comunicarse y socializar.
2315,The boy enjoys playing with his miniature train set in his bedroom,If something is miniature it is very small,4,26,miniature,adj,null,Si algo es miniatura es muy pequeño
2316,It is important to pay attention to nutrition if you want to be an athlete,Nutrition is the process by which people use food to stay healthy,4,26,nutrition,n,null,La nutricion es el proceso mediante el cual las personas usan los alimentos para mantenerse saludables.
2317,"Arrive promptly or we won""t have time to discuss everything",If something happens promptly it happens quickly or on time,4,26,promptly,adv,null,Si algo sucede pronto sucede rapido o a tiempo.
2318,I need to call the technician to help me with my computer,A technician is a person who is skilled in electronic or mechanical work,4,26,technician,n,null,Un tecnico es una persona experta en trabajos electronicos o mecanicos.
2319,"People like to go to the tropics for vacation because it""s warm",The tropics are the areas of land and sea close to the equator,4,26,tropics,n,null,Los tropicos son las areas de tierra y mar cercanas al ecuador.
2320,Drinking milk everyday is beneficial to your bones,If something is beneficial it is good for you,4,27,beneficial,adj,null,Si algo es beneficioso es bueno para ti.
2321,China is the birthplace of chopsticks,A birthplace is a place where a person is born or where something started,4,27,birthplace,n,null,Un lugar de nacimiento es un lugar donde nace una persona o donde algo comenzo
2322,The parking lot has reached its full capacity,The capacity of something is the amount of things that can be put in it,4,27,capacity,n,null,La capacidad de algo es la cantidad de cosas que se le pueden poner
2323,The money that John has is comparative to most other adults,If something is comparative it is being judged based on something else,4,27,comparative,adj,null,Si algo es comparativo se esta juzgando en funcion de otra cosa.
2324,The teacher gave us a comprehensive review for the exam,If something is comprehensive it has all the details about something else,4,27,comprehensive,adj,null,Si algo es completo tiene todos los detalles sobre otra cosa.
2325,"The group worked to conserve the beauty of Europe""s national parks",To conserve something is to protect it from being ruined or used completely,4,27,conserve,v,null,Conservar algo es protegerlo para que no se arruine o se use por completo
2326,Clean air is crucial to the survival of humans plants and animals,If something is crucial it is extremely important to another thing,4,27,crucial,adj,null,Si algo es crucial es extremadamente importante para otra cosa.
2327,The cumulative snowfall in the area is 50 centimeters per year,Cumulative describes an increase by adding one after another,4,27,cumulative,adj,null,Acumulativo describe un aumento al agregar uno tras otro
2328,I deposited the money into my bank account,To deposit something is to put it into a place or another thing,4,27,deposit,v,null,depositar algo es ponerlo en un lugar o en otra cosa
2329,The teacher distributed crayons and markers to his students,To distribute something is to give it to a number of people,4,27,distribute,v,null,Distribuir algo es darselo a un numero de personas.
2330,The equator crosses the northern part of South America,The equator is an imaginary line that splits the Earth into north and south,4,27,equator,n,null,El ecuador es una linea imaginaria que divide la Tierra en norte y sur
2331,Rebecca tried many exotic foods on her trip to Africa,Exotic describes something unusual because it is from far away,4,27,exotic,adj,null,Exotico describe algo inusual porque es de muy lejos.
2332,Sometimes federal laws are different from state laws,If something is federal it comes from the government of a country,4,27,federal,adj,null,Si algo es federal viene del gobierno de un pais
2333,The formation of ice happens when water freezes,A formation is the way that something is made,4,27,formation,n,null,Una formacion es la forma en que algo se hace.
2334,The frequency of rainstorms is very high especially during the spring,The frequency of something is the number of times that it happens,4,27,frequency,n,null,La frecuencia de algo es el numero de veces que sucede
2335,My objective this week is to finish my homework by 7:30 every night,An objective is a goal or plan that someone has,4,27,objective,adj,null,Un objetivo es una meta o plan que alguien tiene
2336,My aunt believes that the oxygen in the country is cleaner than in the city,Oxygen is a gas that all living things need to breathe,4,27,oxygen,n,null,El oxigeno es un gas que todos los seres vivos necesitan para respirar.
2337,The rainforest is home to many animals,A rainforest is a forest that is in a place where it rains very often,4,27,rainforest,n,null,Una selva tropical es un bosque que esta en un lugar donde llueve muy seguido
2338,The team came up with a strategy to win the game,A strategy is a plan for how to do something,4,27,strategy,n,null,Una estrategia es un plan de como hacer algo
2339,Jim and Ben decided to go hiking in the wooded area by the river,If an area is wooded it is covered with trees,4,27,wooded,adj,null,Si un area es boscosa esta cubierta de arboles.
2340,His studying was to no avail because he failed the test,Avail is help It is often used in the achievement of a goal,4,28,avail,n,null,Avail es ayuda Se utiliza a menudo en el logro de una meta
2341,A balloon will expand as you blow air into it,To expand is to become bigger in size,4,28,expand,v,null,Ampliar es hacerse mas grande en tamaño.
2342,People define success in many different ways,To define means to clearly state show or explain what something is,4,28,define,v,null,Definir significa indicar claramente mostrar o explicar que es algo.
2343,I dread the idea that I will not get into college,To dread is to be afraid of something that could or is going to happen,4,28,dread,v,null,Temer es tener miedo de algo que podria o va a suceder
2344,The fundamental rules of basketball are easy,If something is fundamental it is a basic part of something,4,28,fundamental,adj,null,Si algo es fundamental es una parte basica de algo.
2345,There was a horrifying car accident today,If something is horrifying it is frightening and very unpleasant,4,28,horrifying,adj,null,Si algo es horrible es aterrador y muy desagradable.
2346,She was incredulous that monkeys could ever drive a car,If someone is incredulous about something they do not believe that it is true,4,28,incredulous,adj,null,Si alguien es incredulo acerca de algo no cree que sea verdad.
2347,The smell of fresh cookies lingered in the bakery,To linger is to last for a long time,4,28,linger,v,null,Demorarse es durar mucho tiempo
2348,We studied the organism on the microscope,An organism is a living thing especially a very small one,4,28,organism,n,null,Un organismo es un ser vivo especialmente uno muy pequeño.
2349,The students were asked to paraphrase the story they just heard,"To paraphrase is to make someone else""s writing or speech shorter",4,28,paraphrase,v,null,Parafrasear es acortar la escritura o el discurso de otra persona.
2350,A plague in Europe killed millions of people,A plague is a serious disease that quickly spreads to many people,4,28,plague,n,null,Una plaga es una enfermedad grave que se propaga rapidamente a muchas personas.
2351,Presently our profits are good but by next year we can do even better,If something happens presently it is happening right now,4,28,presently,adv,null,Si algo sucede actualmente esta sucediendo ahora mismo.
2352,Young children often ask random questions,If something is random it happens without any pattern or reason,4,28,random,adj,null,Si algo es aleatorio sucede sin ningun patron o razon
2353,A riot broke out after the candidate lost the election,A riot is a crowd that reacts to bad news by violently breaking laws,4,28,riot,n,null,Un motin es una multitud que reacciona a las malas noticias violando las leyes con violencia.
2354,I scribbled a rough diagram of our plan and gave it to him,To scribble is to write something quickly without caring about how it looks,4,28,scribble,v,null,Garabatear es escribir algo rapidamente sin importar como se ve
2355,He prayed at the shrine for an hour,A shrine is a religious building built to honor a person event or god,4,28,shrine,n,null,Un santuario es un edificio religioso construido para honrar a una persona o a un dios.
2356,"John lives a life of solitude because he doesn""t get along well with people",Solitude is the state of being totally alone,4,28,solitude,n,null,La soledad es el estado de estar totalmente solo
2357,There is a stark contrast between their test scores,If a contrast is stark then the things being compared are utterly different,4,28,stark,adj,null,Si un contraste es marcado entonces las cosas que se comparan son completamente diferentes.
2358,We summoned the doctor as soon as we noticed she was sick,To summon a person is to ask them to come to you,4,28,summon,v,null,Convocar a una persona es pedirle que venga a ti
2359,The weather suddenly worsened and we had to stay inside,To worsen is to get worse,4,28,worsen,v,null,Empeorar es empeorar
2360,The first automobiles were very different from the ones that exist today,An automobile is a car,4,29,automobile,n,null,Un automovil es un coche.
2361,Alice is the best candidate for the job,A candidate is a person who is competing to win something such as a job,4,29,candidate,n,null,Un candidato es una persona que compite para ganar algo como un trabajo
2362,The information from the meeting is confidential,If something is confidential it must be kept secret,4,29,confidential,adj,null,Si algo es confidencial debe mantenerse en secreto.
2363,Tom enjoys working in the corporate world,If something is corporate it is related to a large business,4,29,corporate,adj,null,Si algo es corporativo esta relacionado con una gran empresa
2364,"Amy""s blue shirt really enhances the color of her eyes",To enhance something is to make it better,4,29,enhance,v,null,Mejorar algo es hacerlo mejor
2365,During the medieval era knights wore protective armor,An era is a period of time that has something special about it,4,29,era,n,null,Una era es un periodo de tiempo que tiene algo especial.
2366,Before they began the project the teacher gave them some guidelines,A guideline is a rule about how to do something,4,29,guideline,n,null,Una pauta es una regla sobre como hacer algo.
2367,I decided to incorporate a new ingredient into my cake recipe,To incorporate is to add something to another thing,4,29,incorporate,v,null,Incorporar es añadir algo a otra cosa.
2368,The kids began to interact when the adults left the room,To interact is to talk to or do something with another person,4,29,interact,v,null,Interactuar es hablar o hacer algo con otra persona.
2369,Tony rested for brief intervals while he worked in the yard,An interval is the time between two things happening,4,29,interval,n,null,Un intervalo es el tiempo entre dos cosas que suceden
2370,Mobile phones are popular because you can take them anywhere,If something is mobile it can be moved easily,4,29,mobile,adj,null,Si algo es movil se puede mover facilmente.
2371,I modified my outfit by adding a belt to it,To modify something is to change it a little bit,4,29,modify,v,null,Modificar algo es cambiarlo un poco.
2372,There are two yellow parallel lines dividing both sides of traffic,If two things are parallel they are the same distance away from each other,4,29,parallel,adj,null,si dos cosas son paralelas estan a la misma distancia entre si
2373,I was amazed when I saw the phenomenon of shooting stars,A phenomenon is something that can be seen as it is happening,4,29,phenomenon,n,null,Un fenomeno es algo que se puede ver mientras esta sucediendo.
2374,The careless factory polluted the river with chemicals,To pollute means to make air water or land dirty unclean or foul,4,29,pollute,v,null,Contaminar significa ensuciar el aire el agua o la tierra
2375,"The other students ridicule Peter""s foreign accent",To ridicule is to make fun of something in a mean way,4,29,ridicule,v,null,ridiculizar es burlarse de algo de una manera mezquina
2376,Using solar energy is good for the environment,If something is solar it is related to the sun,4,29,solar,adj,null,Si algo es solar esta relacionado con el sol.
2377,Gibraltar is a territory of Great Britain,"A territory is a piece of land that belongs to a country but isn""t a state",4,29,territory,n,null,Un territorio es un pedazo de tierra que pertenece a un pais pero no es un estado
2378,My dad is playing in a golf tournament tomorrow,A tournament is a competition usually with many people participating,4,29,tournament,n,null,Un torneo es una competencia generalmente con muchas personas participando
2379,"I don""t have a car so my normal transportation is the train",Transportation is any type of vehicle that can carry people or things,4,29,transportation,v,null,El transporte es cualquier tipo de vehiculo que puede transportar personas o cosas.
2380,I have so many bills that I do not know how to pay for them all,A bill is a statement of money owed for goods or a service,4,30,bill,n,null,Una factura es una declaracion de dinero adeudado por bienes o servicios.
2381,This fence shows the boundary between our yard and yours,A boundary is the line where one area of land stops and another begins,4,30,boundary,n,null,Un limite es la linea donde termina un area de tierra y comienza otra
2382,"His presentation was in chaos I couldn""t understand what he meant",Chaos is a situation that is confusing and not ordered,4,30,chaos,n,null,El caos es una situacion que es confusa y no ordenada.
2383,Sara comes in every day and is our most consistent worker,If a person is consistent they keep the same behavior or attitude,4,30,consistent,adj,null,Si una persona es constante mantiene el mismo comportamiento o actitud.
2384,Hundreds of homes were damaged by the cyclone,A cyclone is a large storm with heavy rain and winds that spin in a circle,4,30,cyclone,n,null,Un ciclon es una gran tormenta con fuertes lluvias y vientos que giran en circulo
2385,Since I spent all my money my date with Jane is doomed,If someone or something is doomed they are going to fail or be destroyed,4,30,doomed,adj,null,Si alguien o algo esta condenado fracasara o sera destruido.
2386,"The princess was the heir to the king and queen""s throne",An heir is a person who receives money or property of someone who dies,4,30,heir,n,null,Un heredero es una persona que recibe dinero o bienes de alguien que muere
2387,Karate is a martial art that began many years ago in Japan,If something is martial it is related to fighting or war,4,30,martial,n,null,Si algo es marcial esta relacionado con la lucha o la guerra.
2388,"The organic carrots are more expensive but they""re better for you",If food is organic it is grown without adding chemicals to it,4,30,organic,adj,null,Si la comida es organica se cultiva sin agregarle productos quimicos.
2389,He raises poultry and sells their meat for extra money,Poultry is a bird such as a chicken that is used for meat and eggs,4,30,poultry,n,null,Las aves de corral son un ave como un pollo que se usa para carne y huevos.
2390,The hikers scrambled down the side of the hill,To scramble is to move somewhere quickly and desperately,4,30,scramble,v,null,Scramble es moverse a algun lugar rapida y desesperadamente.
2391,He was promoted to sergeant after a year in the army,A sergeant is a soldier or police officer of middle rank,4,30,sergeant,n,null,Un sargento es un soldado o oficial de policia de rango medio.
2392,I was impressed by her sheer dedication to jogging,If you describe something as sheer it is complete and very strong,4,30,sheer,adj,null,Si describe algo como puro es completo y muy fuerte.
2393,My stance is that using oil and gas is bad for the environment,A stance is an attitude about an issue that someone states clearly,4,30,stance,n,null,Una postura es una actitud sobre un tema que alguien establece claramente
2394,In the 1900s the telegraph was the fastest way to send a message,A telegraph is a method of sending electric messages on wires,4,30,telegraph,n,null,Un telegrafo es un metodo de envio de mensajes electricos en cables
2395,The blue textile was going to be used to make blouses,Textile is cloth that has been woven or knitted,4,30,textile,n,null,Textil es tela que ha sido tejida o tejida
